fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,free sulfur dioxide (norm),total sulfur dioxide,total sulfur dioxide (norm),pH,sulphates,alcohol,quality
8.30,0.60,0.25,2.20,0.12,9.00,-0.67,38.00,0.15,3.15,0.53,9.80,5.00
6.50,0.46,0.14,2.40,0.11,9.00,-0.67,37.00,0.13,3.66,0.65,9.80,5.00
6.50,0.46,0.14,2.40,0.11,9.00,-0.67,37.00,0.13,3.66,0.65,9.80,5.00
11.10,0.42,0.47,2.65,0.09,9.00,-0.67,34.00,0.06,3.24,0.77,12.10,7.00
10.00,0.58,0.22,1.90,0.08,9.00,-0.67,32.00,0.02,3.13,0.55,9.50,5.00
7.70,0.49,0.26,1.90,0.06,9.00,-0.67,31.00,0.00,3.39,0.64,9.60,5.00
7.70,0.49,0.26,1.90,0.06,9.00,-0.67,31.00,0.00,3.39,0.64,9.60,5.00
7.40,0.29,0.38,1.70,0.06,9.00,-0.67,30.00,-0.03,3.41,0.53,9.50,6.00
9.10,0.52,0.33,1.30,0.07,9.00,-0.67,30.00,-0.03,3.24,0.60,9.30,5.00
9.40,0.33,0.59,2.80,0.08,9.00,-0.67,30.00,-0.03,3.12,0.54,12.00,6.00
8.90,0.75,0.14,2.50,0.09,9.00,-0.67,30.00,-0.03,3.34,0.64,10.50,5.00
7.80,0.61,0.29,1.60,0.11,9.00,-0.67,29.00,-0.05,3.26,1.56,9.10,5.00
7.00,0.40,0.32,3.60,0.06,9.00,-0.67,29.00,-0.05,3.28,0.49,11.30,7.00
12.80,0.30,0.74,2.60,0.10,9.00,-0.67,28.00,-0.07,3.20,0.77,10.80,7.00
12.80,0.30,0.74,2.60,0.10,9.00,-0.67,28.00,-0.07,3.20,0.77,10.80,7.00
9.80,0.44,0.47,2.50,0.06,9.00,-0.67,28.00,-0.07,3.24,0.65,10.80,6.00
10.10,0.31,0.35,1.60,0.08,9.00,-0.67,28.00,-0.07,3.24,0.83,11.20,7.00
7.20,0.57,0.06,1.60,0.08,9.00,-0.67,27.00,-0.09,3.36,0.70,9.60,6.00
7.70,0.71,0.10,2.60,0.08,9.00,-0.67,26.00,-0.11,3.39,0.49,9.70,5.00
8.40,0.37,0.53,1.80,0.41,9.00,-0.67,26.00,-0.11,3.06,1.06,9.10,6.00
7.40,0.35,0.33,2.40,0.07,9.00,-0.67,26.00,-0.11,3.36,0.60,11.90,6.00
6.80,0.51,0.01,2.10,0.07,9.00,-0.67,25.00,-0.14,3.33,0.56,9.50,6.00
9.60,0.32,0.47,1.40,0.06,9.00,-0.67,24.00,-0.16,3.22,0.82,10.30,7.00
8.10,0.66,0.22,2.20,0.07,9.00,-0.67,23.00,-0.18,3.30,1.20,10.30,5.00
9.00,0.82,0.14,2.60,0.09,9.00,-0.67,23.00,-0.18,3.39,0.63,9.80,5.00
7.00,0.64,0.02,2.10,0.07,9.00,-0.67,23.00,-0.18,3.47,0.67,9.40,6.00
8.50,0.21,0.52,1.90,0.09,9.00,-0.67,23.00,-0.18,3.36,0.67,10.40,5.00
10.50,0.36,0.47,2.20,0.07,9.00,-0.67,23.00,-0.18,3.23,0.76,12.00,6.00
6.80,0.68,0.21,2.10,0.07,9.00,-0.67,23.00,-0.18,3.38,0.60,10.30,5.00
6.90,0.48,0.20,1.90,0.08,9.00,-0.67,23.00,-0.18,3.39,0.43,9.05,4.00
7.00,0.69,0.00,1.90,0.10,9.00,-0.67,22.00,-0.20,3.34,0.60,9.70,5.00
9.30,0.43,0.44,1.90,0.09,9.00,-0.67,22.00,-0.20,3.28,0.55,9.50,5.00
9.30,0.43,0.44,1.90,0.09,9.00,-0.67,22.00,-0.20,3.28,0.55,9.50,5.00
7.90,0.77,0.00,2.00,0.08,9.00,-0.67,22.00,-0.20,3.33,0.68,10.90,6.00
7.80,0.39,0.42,2.00,0.09,9.00,-0.67,21.00,-0.22,3.39,0.66,11.60,6.00
7.60,0.68,0.02,1.30,0.07,9.00,-0.67,20.00,-0.25,3.17,1.08,9.20,4.00
8.30,0.33,0.42,2.30,0.07,9.00,-0.67,20.00,-0.25,3.38,0.77,12.70,7.00
7.80,0.58,0.02,2.00,0.07,9.00,-0.67,18.00,-0.29,3.36,0.57,9.50,7.00
6.50,0.62,0.00,1.90,0.07,9.00,-0.67,18.00,-0.29,3.46,0.65,9.20,5.00
9.10,0.34,0.42,1.80,0.06,9.00,-0.67,18.00,-0.29,3.18,0.55,11.40,5.00
6.60,0.44,0.09,2.20,0.06,9.00,-0.67,18.00,-0.29,3.42,0.69,11.30,6.00
9.90,0.27,0.49,5.00,0.08,9.00,-0.67,17.00,-0.31,3.19,0.52,12.50,7.00
6.60,0.73,0.09,5.50,0.12,9.00,-0.67,17.00,-0.31,3.35,0.49,10.80,6.00
6.60,0.73,0.09,5.50,0.12,9.00,-0.67,17.00,-0.31,3.35,0.49,10.80,6.00
8.20,0.23,0.42,1.90,0.07,9.00,-0.67,17.00,-0.31,3.21,0.54,12.30,6.00
6.50,0.90,0.00,1.60,0.05,9.00,-0.67,17.00,-0.31,3.50,0.63,10.90,6.00
6.00,0.64,0.05,1.90,0.07,9.00,-0.67,17.00,-0.31,3.52,0.78,10.60,5.00
7.30,0.55,0.01,1.80,0.09,9.00,-0.67,15.00,-0.36,3.35,0.58,11.00,7.00
7.10,0.59,0.00,2.10,0.09,9.00,-0.67,14.00,-0.38,3.42,0.55,11.50,7.00
7.70,0.78,0.42,1.90,0.09,8.00,-0.78,86.00,1.21,3.23,0.59,9.50,5.00
4.60,0.52,0.15,2.10,0.05,8.00,-0.78,65.00,0.75,3.90,0.56,13.10,4.00
6.70,0.62,0.21,1.90,0.08,8.00,-0.78,62.00,0.68,3.52,0.58,9.30,6.00
7.20,0.62,0.01,2.30,0.07,8.00,-0.78,46.00,0.33,3.32,0.51,11.80,6.00
7.70,0.41,0.76,1.80,0.61,8.00,-0.78,45.00,0.31,3.06,1.26,9.40,5.00
6.50,0.34,0.27,2.80,0.07,8.00,-0.78,44.00,0.28,3.21,0.56,12.00,6.00
7.50,0.52,0.42,2.30,0.09,8.00,-0.78,38.00,0.15,3.58,0.61,10.50,6.00
7.60,0.51,0.24,2.40,0.09,8.00,-0.78,38.00,0.15,3.47,0.66,9.60,6.00
6.90,0.67,0.06,2.10,0.08,8.00,-0.78,33.00,0.04,3.68,0.71,9.60,5.00
10.70,0.43,0.39,2.20,0.11,8.00,-0.78,32.00,0.02,2.89,0.50,9.60,5.00
10.70,0.43,0.39,2.20,0.11,8.00,-0.78,32.00,0.02,2.89,0.50,9.60,5.00
9.80,0.51,0.19,3.20,0.08,8.00,-0.78,30.00,-0.03,3.23,0.58,10.50,6.00
7.10,0.63,0.06,2.00,0.08,8.00,-0.78,29.00,-0.05,3.67,0.73,9.60,5.00
8.60,0.65,0.25,2.00,0.08,8.00,-0.78,28.00,-0.07,3.28,0.60,10.00,6.00
9.00,0.80,0.12,2.40,0.08,8.00,-0.78,28.00,-0.07,3.33,0.65,10.40,6.00
7.00,0.65,0.02,2.10,0.07,8.00,-0.78,25.00,-0.14,3.47,0.67,9.50,6.00
7.00,0.65,0.02,2.10,0.07,8.00,-0.78,25.00,-0.14,3.47,0.67,9.50,6.00
7.00,0.65,0.02,2.10,0.07,8.00,-0.78,25.00,-0.14,3.47,0.67,9.50,6.00
6.60,0.61,0.01,1.90,0.08,8.00,-0.78,25.00,-0.14,3.69,0.73,10.50,5.00
6.60,0.61,0.01,1.90,0.08,8.00,-0.78,25.00,-0.14,3.69,0.73,10.50,5.00
7.00,0.66,0.16,2.10,0.07,8.00,-0.78,25.00,-0.14,3.37,0.55,9.70,5.00
7.00,0.62,0.08,1.80,0.08,8.00,-0.78,24.00,-0.16,3.48,0.53,9.00,5.00
8.20,0.40,0.31,1.90,0.08,8.00,-0.78,24.00,-0.16,3.24,0.69,10.60,6.00
10.00,0.69,0.11,1.40,0.08,8.00,-0.78,24.00,-0.16,2.88,0.47,9.70,5.00
6.80,0.78,0.00,3.00,0.10,8.00,-0.78,23.00,-0.18,3.45,0.56,10.70,5.00
7.40,0.64,0.07,1.80,0.10,8.00,-0.78,23.00,-0.18,3.30,0.58,9.60,5.00
7.40,0.64,0.07,1.80,0.10,8.00,-0.78,23.00,-0.18,3.30,0.58,9.60,5.00
8.30,0.26,0.37,1.40,0.08,8.00,-0.78,23.00,-0.18,3.26,0.70,9.60,6.00
8.30,0.26,0.37,1.40,0.08,8.00,-0.78,23.00,-0.18,3.26,0.70,9.60,6.00
7.80,0.50,0.30,1.90,0.08,8.00,-0.78,22.00,-0.20,3.31,0.56,10.40,6.00
8.20,0.24,0.34,5.10,0.06,8.00,-0.78,22.00,-0.20,3.22,0.94,10.90,6.00
8.20,0.24,0.34,5.10,0.06,8.00,-0.78,22.00,-0.20,3.22,0.94,10.90,6.00
6.90,0.58,0.20,1.75,0.06,8.00,-0.78,22.00,-0.20,3.38,0.49,11.70,5.00
9.00,0.58,0.25,2.00,0.10,8.00,-0.78,21.00,-0.22,3.27,0.72,9.60,5.00
12.60,0.39,0.49,2.50,0.08,8.00,-0.78,20.00,-0.25,3.07,0.82,10.30,6.00
11.50,0.42,0.48,2.60,0.08,8.00,-0.78,20.00,-0.25,3.09,0.53,11.00,5.00
8.40,0.29,0.40,1.70,0.07,8.00,-0.78,20.00,-0.25,3.39,0.60,10.50,5.00
8.00,0.71,0.05,1.90,0.07,8.00,-0.78,19.00,-0.27,3.34,0.95,10.50,6.00
7.70,0.67,0.00,2.40,0.09,8.00,-0.78,19.00,-0.27,3.27,0.73,9.30,5.00
8.80,0.70,0.00,1.70,0.07,8.00,-0.78,19.00,-0.27,3.31,0.53,10.00,6.00
7.90,0.34,0.42,2.00,0.09,8.00,-0.78,19.00,-0.27,3.35,0.60,11.40,6.00
6.40,0.47,0.40,2.40,0.07,8.00,-0.78,19.00,-0.27,3.56,0.73,10.60,6.00
6.20,0.58,0.00,1.60,0.07,8.00,-0.78,18.00,-0.29,3.56,0.84,9.40,5.00
7.10,0.22,0.49,1.80,0.04,8.00,-0.78,18.00,-0.29,3.39,0.56,12.40,6.00
8.60,0.55,0.09,3.30,0.07,8.00,-0.78,17.00,-0.31,3.23,0.44,10.00,5.00
9.10,0.50,0.30,1.90,0.07,8.00,-0.78,17.00,-0.31,3.32,0.71,10.50,6.00
9.10,0.50,0.30,1.90,0.07,8.00,-0.78,17.00,-0.31,3.32,0.71,10.50,6.00
7.90,0.54,0.34,2.50,0.08,8.00,-0.78,17.00,-0.31,3.20,0.72,13.10,8.00
7.80,0.32,0.44,2.70,0.10,8.00,-0.78,17.00,-0.31,3.33,0.78,11.00,7.00
7.80,0.65,0.00,2.00,0.08,8.00,-0.78,16.00,-0.33,3.38,0.59,9.80,6.00
6.70,0.70,0.08,3.75,0.07,8.00,-0.78,16.00,-0.33,3.43,0.52,12.60,5.00
6.60,0.52,0.04,2.20,0.07,8.00,-0.78,15.00,-0.36,3.40,0.63,9.40,6.00
6.80,0.65,0.02,2.10,0.08,8.00,-0.78,15.00,-0.36,3.35,0.62,10.40,6.00
6.80,0.65,0.02,2.10,0.08,8.00,-0.78,15.00,-0.36,3.35,0.62,10.40,6.00
7.50,0.73,0.04,1.50,0.08,8.00,-0.78,15.00,-0.36,3.26,0.53,9.60,5.00
7.50,0.49,0.20,2.60,0.33,8.00,-0.78,14.00,-0.38,3.21,0.90,10.50,6.00
5.30,0.72,0.19,1.50,0.16,7.00,-0.89,62.00,0.68,3.62,0.61,11.00,5.00
10.80,0.89,0.30,2.60,0.13,7.00,-0.89,60.00,0.64,2.99,1.18,10.20,5.00
9.90,0.54,0.26,2.00,0.11,7.00,-0.89,60.00,0.64,2.94,0.98,10.20,5.00
7.60,0.62,0.32,2.20,0.08,7.00,-0.89,54.00,0.51,3.36,0.52,9.40,5.00
7.00,0.62,0.18,1.50,0.06,7.00,-0.89,50.00,0.42,3.08,0.60,9.30,5.00
6.60,0.64,0.31,6.10,0.08,7.00,-0.89,49.00,0.39,3.35,0.68,10.30,5.00
12.80,0.62,0.66,5.80,0.08,7.00,-0.89,42.00,0.24,3.07,0.73,10.00,7.00
12.80,0.62,0.66,5.80,0.08,7.00,-0.89,42.00,0.24,3.07,0.73,10.00,7.00
12.00,0.37,0.76,4.20,0.07,7.00,-0.89,38.00,0.15,3.22,0.60,13.00,7.00
8.20,1.00,0.09,2.30,0.07,7.00,-0.89,37.00,0.13,3.32,0.55,9.00,6.00
8.20,1.00,0.09,2.30,0.07,7.00,-0.89,37.00,0.13,3.32,0.55,9.00,6.00
7.30,0.38,0.21,2.00,0.08,7.00,-0.89,35.00,0.09,3.33,0.47,9.50,5.00
7.30,0.38,0.21,2.00,0.08,7.00,-0.89,35.00,0.09,3.33,0.47,9.50,5.00
8.30,0.43,0.30,3.40,0.08,7.00,-0.89,34.00,0.06,3.36,0.61,10.50,5.00
7.90,0.72,0.01,1.90,0.08,7.00,-0.89,32.00,0.02,3.39,0.54,9.60,5.00
8.70,0.54,0.26,2.50,0.10,7.00,-0.89,31.00,0.00,3.27,0.60,9.30,6.00
8.70,0.54,0.26,2.50,0.10,7.00,-0.89,31.00,0.00,3.27,0.60,9.30,6.00
8.20,0.89,0.20,1.40,0.09,7.00,-0.89,31.00,0.00,3.11,0.46,10.00,5.00
8.60,0.47,0.47,2.40,0.07,7.00,-0.89,29.00,-0.05,3.08,0.46,9.50,5.00
7.80,0.56,0.12,2.00,0.08,7.00,-0.89,28.00,-0.07,3.37,0.50,9.40,6.00
7.60,0.55,0.21,2.20,0.07,7.00,-0.89,28.00,-0.07,3.28,0.55,9.70,5.00
7.60,0.55,0.21,2.20,0.07,7.00,-0.89,28.00,-0.07,3.28,0.55,9.70,5.00
7.20,0.58,0.03,2.30,0.08,7.00,-0.89,28.00,-0.07,3.35,0.52,10.00,5.00
6.90,0.54,0.04,3.00,0.08,7.00,-0.89,27.00,-0.09,3.69,0.91,9.40,6.00
6.90,0.54,0.04,3.00,0.08,7.00,-0.89,27.00,-0.09,3.69,0.91,9.40,6.00
11.90,0.40,0.65,2.15,0.07,7.00,-0.89,27.00,-0.09,3.06,0.68,11.30,6.00
8.60,0.53,0.22,2.00,0.10,7.00,-0.89,27.00,-0.09,3.20,0.56,10.20,6.00
10.10,0.27,0.54,2.30,0.07,7.00,-0.89,26.00,-0.11,3.17,0.53,12.50,6.00
7.50,0.42,0.32,2.70,0.07,7.00,-0.89,25.00,-0.14,3.24,0.44,10.40,5.00
12.90,0.50,0.55,2.80,0.07,7.00,-0.89,24.00,-0.16,3.09,0.68,10.90,6.00
8.20,0.92,0.27,2.10,0.09,7.00,-0.89,23.00,-0.18,3.26,0.47,10.00,4.00
7.70,0.92,0.12,2.20,0.14,7.00,-0.89,23.00,-0.18,3.35,0.65,10.20,7.00
11.70,0.45,0.63,2.20,0.07,7.00,-0.89,23.00,-0.18,3.21,0.69,10.90,6.00
6.70,0.56,0.09,2.90,0.08,7.00,-0.89,22.00,-0.20,3.46,0.61,10.20,5.00
11.90,0.70,0.53,3.40,0.13,7.00,-0.89,21.00,-0.22,3.17,0.84,12.20,7.00
10.00,0.42,0.50,3.40,0.11,7.00,-0.89,21.00,-0.22,3.26,0.93,11.80,6.00
7.60,0.95,0.03,2.00,0.09,7.00,-0.89,20.00,-0.25,3.20,0.56,9.60,5.00
7.00,0.81,0.00,2.50,0.07,7.00,-0.89,20.00,-0.25,3.48,0.56,9.60,5.00
11.90,0.38,0.51,2.00,0.12,7.00,-0.89,20.00,-0.25,3.24,0.76,10.40,6.00
10.20,0.44,0.42,2.00,0.07,7.00,-0.89,20.00,-0.25,3.14,0.79,11.10,7.00
7.90,0.18,0.40,1.80,0.06,7.00,-0.89,20.00,-0.25,3.28,0.70,11.10,5.00
7.40,0.47,0.46,2.20,0.11,7.00,-0.89,20.00,-0.25,3.32,0.63,10.50,5.00
5.70,1.13,0.09,1.50,0.17,7.00,-0.89,19.00,-0.27,3.50,0.48,9.80,4.00
11.00,0.30,0.58,2.10,0.05,7.00,-0.89,19.00,-0.27,3.31,0.88,10.50,7.00
8.80,0.46,0.45,2.60,0.07,7.00,-0.89,18.00,-0.29,3.32,0.79,14.00,6.00
10.60,0.36,0.60,2.20,0.15,7.00,-0.89,18.00,-0.29,3.04,1.06,9.40,5.00
7.10,0.56,0.14,1.60,0.08,7.00,-0.89,18.00,-0.29,3.27,0.62,9.30,5.00
10.80,0.40,0.41,2.20,0.08,7.00,-0.89,17.00,-0.31,3.08,0.67,9.30,6.00
10.80,0.40,0.41,2.20,0.08,7.00,-0.89,17.00,-0.31,3.08,0.67,9.30,6.00
7.80,0.55,0.00,1.70,0.07,7.00,-0.89,17.00,-0.31,3.26,0.64,9.40,6.00
7.20,1.00,0.00,3.00,0.10,7.00,-0.89,16.00,-0.33,3.43,0.46,10.00,5.00
8.80,0.31,0.40,2.80,0.11,7.00,-0.89,16.00,-0.33,3.31,0.79,11.80,7.00
9.10,0.40,0.50,1.80,0.07,7.00,-0.89,16.00,-0.33,3.21,0.69,12.50,8.00
6.90,0.74,0.03,2.30,0.05,7.00,-0.89,16.00,-0.33,3.45,0.63,11.50,6.00
6.90,0.74,0.03,2.30,0.05,7.00,-0.89,16.00,-0.33,3.45,0.63,11.50,6.00
11.10,0.18,0.48,1.50,0.07,7.00,-0.89,15.00,-0.36,3.22,0.64,10.10,6.00
10.70,0.46,0.39,2.00,0.06,7.00,-0.89,15.00,-0.36,3.18,0.62,9.50,5.00
5.60,0.66,0.00,2.50,0.07,7.00,-0.89,15.00,-0.36,3.52,0.58,12.90,5.00
7.90,0.20,0.35,1.70,0.05,7.00,-0.89,15.00,-0.36,3.32,0.80,11.90,7.00
7.10,0.47,0.00,2.20,0.07,7.00,-0.89,14.00,-0.38,3.40,0.58,10.90,4.00
7.70,0.60,0.00,2.60,0.06,7.00,-0.89,13.00,-0.40,3.38,0.56,10.80,5.00
8.80,0.33,0.41,5.90,0.07,7.00,-0.89,13.00,-0.40,3.30,0.62,12.10,7.00
6.60,0.90,0.04,2.30,0.07,7.00,-0.89,13.00,-0.40,3.53,0.58,10.80,6.00
6.40,0.69,0.00,1.65,0.06,7.00,-0.89,12.00,-0.42,3.47,0.53,12.90,6.00
8.90,0.28,0.45,1.70,0.07,7.00,-0.89,12.00,-0.42,3.25,0.55,12.30,7.00
7.20,0.66,0.03,1.80,0.08,7.00,-0.89,12.00,-0.42,3.34,0.39,9.50,5.00
7.20,0.66,0.03,1.80,0.08,7.00,-0.89,12.00,-0.42,3.34,0.39,9.50,5.00
7.30,0.31,0.39,1.20,0.06,7.00,-0.89,11.00,-0.45,3.29,0.52,11.50,6.00
7.30,0.31,0.39,1.20,0.06,7.00,-0.89,11.00,-0.45,3.29,0.52,11.50,6.00
6.20,0.46,0.17,1.60,0.07,7.00,-0.89,11.00,-0.45,3.61,0.54,11.40,5.00
7.40,0.58,0.00,2.00,0.06,7.00,-0.89,11.00,-0.45,3.45,0.58,11.30,6.00
6.00,0.33,0.32,12.90,0.05,6.00,-0.99,113.00,1.81,3.30,0.56,11.50,4.00
14.00,0.41,0.63,3.80,0.09,6.00,-0.99,47.00,0.35,3.01,0.81,10.80,6.00
13.00,0.47,0.49,4.30,0.09,6.00,-0.99,47.00,0.35,3.30,0.68,12.70,6.00
13.00,0.47,0.49,4.30,0.09,6.00,-0.99,47.00,0.35,3.30,0.68,12.70,6.00
15.60,0.69,0.76,3.70,0.10,6.00,-0.99,43.00,0.26,2.95,0.68,11.20,7.00
7.00,0.43,0.30,2.00,0.09,6.00,-0.99,39.00,0.17,3.33,0.46,11.90,6.00
7.00,0.43,0.30,2.00,0.09,6.00,-0.99,39.00,0.17,3.33,0.46,11.90,6.00
11.90,0.58,0.66,2.50,0.07,6.00,-0.99,37.00,0.13,3.05,0.56,10.00,5.00
7.90,0.33,0.41,1.50,0.06,6.00,-0.99,35.00,0.09,3.29,0.71,11.00,6.00
9.90,0.63,0.24,2.40,0.08,6.00,-0.99,33.00,0.04,3.09,0.57,9.40,5.00
9.90,0.63,0.24,2.40,0.08,6.00,-0.99,33.00,0.04,3.09,0.57,9.40,5.00
11.90,0.57,0.50,2.60,0.08,6.00,-0.99,32.00,0.02,3.12,0.78,10.70,6.00
9.50,0.78,0.22,1.90,0.08,6.00,-0.99,32.00,0.02,3.26,0.56,10.60,6.00
9.50,0.74,0.10,2.10,0.08,6.00,-0.99,31.00,0.00,3.23,0.56,10.10,6.00
9.40,0.69,0.11,2.70,0.08,6.00,-0.99,31.00,0.00,3.19,0.70,10.10,6.00
7.40,0.59,0.08,4.40,0.09,6.00,-0.99,29.00,-0.05,3.38,0.50,9.00,4.00
12.60,0.31,0.72,2.20,0.07,6.00,-0.99,29.00,-0.05,2.88,0.82,9.80,8.00
11.60,0.48,0.40,1.40,0.09,6.00,-0.99,28.00,-0.07,3.07,0.65,10.03,6.00
11.60,0.48,0.40,1.40,0.09,6.00,-0.99,28.00,-0.07,3.07,0.65,10.03,6.00
9.50,0.37,0.52,2.00,0.08,6.00,-0.99,26.00,-0.11,3.18,0.51,9.50,5.00
12.00,0.63,0.50,1.40,0.07,6.00,-0.99,26.00,-0.11,3.07,0.60,10.40,4.00
10.30,0.53,0.48,2.50,0.06,6.00,-0.99,25.00,-0.14,3.12,0.59,9.30,6.00
10.30,0.53,0.48,2.50,0.06,6.00,-0.99,25.00,-0.14,3.12,0.59,9.30,6.00
12.70,0.60,0.65,2.30,0.06,6.00,-0.99,25.00,-0.14,3.03,0.57,9.90,5.00
9.00,0.53,0.49,1.90,0.17,6.00,-0.99,25.00,-0.14,3.27,0.61,9.40,6.00
8.40,0.39,0.10,1.70,0.08,6.00,-0.99,25.00,-0.14,3.09,0.43,9.70,6.00
12.00,0.38,0.56,2.10,0.09,6.00,-0.99,24.00,-0.16,3.14,0.71,10.90,6.00
11.40,0.63,0.66,6.20,0.09,6.00,-0.99,24.00,-0.16,3.11,0.99,13.30,6.00
10.50,0.24,0.47,2.10,0.07,6.00,-0.99,24.00,-0.16,3.15,0.90,11.00,7.00
10.50,0.24,0.47,2.10,0.07,6.00,-0.99,24.00,-0.16,3.15,0.90,11.00,7.00
10.60,0.44,0.68,4.10,0.11,6.00,-0.99,24.00,-0.16,3.06,0.66,13.40,6.00
10.50,0.26,0.47,1.90,0.08,6.00,-0.99,24.00,-0.16,3.18,1.04,10.90,7.00
12.40,0.40,0.51,2.00,0.06,6.00,-0.99,24.00,-0.16,3.04,0.60,9.30,6.00
8.30,0.60,0.13,2.60,0.09,6.00,-0.99,24.00,-0.16,3.31,0.59,9.20,6.00
7.60,0.30,0.42,2.00,0.05,6.00,-0.99,24.00,-0.16,3.44,0.82,11.90,6.00
7.30,0.66,0.00,2.00,0.08,6.00,-0.99,23.00,-0.18,3.61,0.96,9.90,6.00
7.30,0.66,0.00,2.00,0.08,6.00,-0.99,23.00,-0.18,3.61,0.96,9.90,6.00
10.60,0.28,0.39,15.50,0.07,6.00,-0.99,23.00,-0.18,3.12,0.66,9.20,5.00
7.60,0.41,0.33,2.50,0.08,6.00,-0.99,23.00,-0.18,3.30,0.58,11.20,5.00
11.10,0.45,0.73,3.20,0.07,6.00,-0.99,22.00,-0.20,3.17,0.66,11.20,6.00
10.50,0.24,0.42,1.80,0.08,6.00,-0.99,22.00,-0.20,3.21,1.05,10.80,7.00
13.40,0.27,0.62,2.60,0.08,6.00,-0.99,21.00,-0.22,3.16,0.67,9.70,6.00
11.40,0.36,0.69,2.10,0.09,6.00,-0.99,21.00,-0.22,3.17,0.62,9.20,6.00
10.40,0.24,0.46,1.80,0.08,6.00,-0.99,21.00,-0.22,3.25,1.02,10.80,7.00
10.60,0.31,0.49,2.50,0.07,6.00,-0.99,21.00,-0.22,3.26,0.86,10.70,6.00
7.80,0.50,0.12,1.80,0.18,6.00,-0.99,21.00,-0.22,3.28,0.87,9.80,6.00
10.60,0.48,0.64,2.20,0.11,6.00,-0.99,20.00,-0.25,3.26,0.66,11.70,6.00
10.40,0.24,0.49,1.80,0.08,6.00,-0.99,20.00,-0.25,3.18,1.06,11.00,6.00
7.30,0.67,0.05,3.60,0.11,6.00,-0.99,20.00,-0.25,3.40,0.63,10.10,5.00
7.70,0.61,0.18,2.40,0.08,6.00,-0.99,20.00,-0.25,3.29,0.60,10.20,6.00
9.40,0.40,0.47,2.50,0.09,6.00,-0.99,20.00,-0.25,3.15,0.50,10.50,5.00
10.60,0.36,0.57,2.30,0.09,6.00,-0.99,20.00,-0.25,3.14,0.72,11.10,7.00
9.10,0.40,0.57,4.60,0.08,6.00,-0.99,20.00,-0.25,3.28,0.57,12.50,6.00
6.10,0.38,0.15,1.80,0.07,6.00,-0.99,19.00,-0.27,3.42,0.57,9.40,5.00
11.40,0.26,0.44,3.60,0.07,6.00,-0.99,19.00,-0.27,3.12,0.82,9.30,6.00
9.90,0.40,0.53,6.70,0.10,6.00,-0.99,19.00,-0.27,3.27,0.82,11.70,7.00
11.30,0.62,0.67,5.20,0.09,6.00,-0.99,19.00,-0.27,3.22,0.69,13.40,8.00
8.30,0.62,0.22,2.60,0.09,6.00,-0.99,19.00,-0.27,3.26,0.61,9.30,5.00
8.00,0.42,0.17,2.00,0.07,6.00,-0.99,18.00,-0.29,3.29,0.61,9.20,6.00
8.00,0.42,0.17,2.00,0.07,6.00,-0.99,18.00,-0.29,3.29,0.61,9.20,6.00
11.00,0.20,0.48,2.00,0.34,6.00,-0.99,18.00,-0.29,3.30,0.71,10.50,5.00
7.80,0.62,0.05,2.30,0.08,6.00,-0.99,18.00,-0.29,3.29,0.63,9.30,5.00
9.40,0.27,0.53,2.40,0.07,6.00,-0.99,18.00,-0.29,3.20,1.13,12.00,7.00
9.40,0.27,0.53,2.40,0.07,6.00,-0.99,18.00,-0.29,3.20,1.13,12.00,7.00
12.30,0.39,0.63,2.30,0.09,6.00,-0.99,18.00,-0.29,3.16,0.49,9.50,5.00
12.30,0.39,0.63,2.30,0.09,6.00,-0.99,18.00,-0.29,3.16,0.49,9.50,5.00
10.60,0.36,0.59,2.20,0.15,6.00,-0.99,18.00,-0.29,3.04,1.05,9.40,5.00
6.90,0.64,0.17,2.40,0.24,6.00,-0.99,18.00,-0.29,3.40,0.59,10.30,6.00
6.20,0.65,0.06,1.60,0.05,6.00,-0.99,18.00,-0.29,3.57,0.54,11.95,5.00
9.40,0.30,0.56,2.80,0.08,6.00,-0.99,17.00,-0.31,3.15,0.92,11.70,8.00
10.20,0.67,0.39,1.90,0.05,6.00,-0.99,17.00,-0.31,3.17,0.47,10.00,5.00
10.20,0.67,0.39,1.90,0.05,6.00,-0.99,17.00,-0.31,3.17,0.47,10.00,5.00
9.30,0.50,0.36,1.80,0.08,6.00,-0.99,17.00,-0.31,3.27,0.77,10.80,6.00
10.20,0.29,0.65,2.40,0.08,6.00,-0.99,17.00,-0.31,3.22,0.63,11.80,6.00
8.90,0.43,0.45,1.90,0.05,6.00,-0.99,16.00,-0.33,3.35,0.70,12.50,6.00
10.40,0.34,0.58,3.70,0.17,6.00,-0.99,16.00,-0.33,3.19,0.70,11.30,6.00
9.30,0.48,0.29,2.10,0.13,6.00,-0.99,16.00,-0.33,3.22,0.72,11.20,5.00
9.30,0.27,0.41,2.00,0.09,6.00,-0.99,16.00,-0.33,3.28,0.70,9.70,5.00
11.30,0.37,0.41,2.30,0.09,6.00,-0.99,16.00,-0.33,3.09,0.80,9.30,5.00
8.30,0.49,0.36,1.80,0.22,6.00,-0.99,16.00,-0.33,3.18,0.60,9.50,6.00
7.10,0.48,0.28,2.80,0.07,6.00,-0.99,16.00,-0.33,3.24,0.53,10.30,5.00
6.60,0.57,0.02,2.10,0.12,6.00,-0.99,16.00,-0.33,3.38,0.69,9.50,5.00
